"build","computer.platform","date","time","subject","group","blockcode","blocknum","trialcode","trialnum","parameters.immediateAmount","parameters.delayedAmount","values.trialCount","values.choiceNo","values.index","values.indexAdjustment","values.delayChoice","response","latency","values.ED50","values.k"
"5.0.14.0","win","051121","09:30:24","167","346991545","minuteDiscounting","1","choice","1","5","10","1","1","16","8","3 weeks","now","1833","Not yet determined","Not yet determined"
"5.0.14.0","win","051121","09:30:24","167","346991545","minuteDiscounting","1","choice","2","5","10","2","2","8","4","1 day","now","939","Not yet determined","Not yet determined"
"5.0.14.0","win","051121","09:30:24","167","346991545","minuteDiscounting","1","choice","3","5","10","3","3","4","2","4hr","now","1227","Not yet determined","Not yet determined"
"5.0.14.0","win","051121","09:30:24","167","346991545","minuteDiscounting","1","choice","4","5","10","4","4","2","1","2hr","now","392","Not yet determined","Not yet determined"
"5.0.14.0","win","051121","09:30:24","167","346991545","minuteDiscounting","1","choice","5","5","10","5","5","1","0.5","1hr","now","860","0.04167","24"
"5.0.14.0","win","051121","10:30:44","170","118210985","minuteDiscounting","1","choice","1","5","10","1","1","16","8","3 weeks","now","22728","Not yet determined","Not yet determined"
"5.0.14.0","win","051121","10:30:44","170","118210985","minuteDiscounting","1","choice","2","5","10","2","2","8","4","1 day","delayed","20906","Not yet determined","Not yet determined"
"5.0.14.0","win","051121","10:30:44","170","118210985","minuteDiscounting","1","choice","3","5","10","3","3","12","2","4 days","now","18393","Not yet determined","Not yet determined"
"5.0.14.0","win","051121","10:30:44","170","118210985","minuteDiscounting","1","choice","4","5","10","4","4","10","1","2 days","now","1564","Not yet determined","Not yet determined"
"5.0.14.0","win","051121","10:30:44","170","118210985","minuteDiscounting","1","choice","5","5","10","5","5","9","0.5","1.5 days","now","731","1.225","0.816"
"5.0.14.0","win","051121","07:30:29","163","894702402","minuteDiscounting","1","choice","1","5","10","1","1","16","8","3 weeks","delayed","22135","Not yet determined","Not yet determined"
"5.0.14.0","win","051121","07:30:29","163","894702402","minuteDiscounting","1","choice","2","5","10","2","2","24","4","2 years","delayed","3934","Not yet determined","Not yet determined"
"5.0.14.0","win","051121","07:30:29","163","894702402","minuteDiscounting","1","choice","3","5","10","3","3","28","2","8 years","delayed","2066","Not yet determined","Not yet determined"
"5.0.14.0","win","051121","07:30:29","163","894702402","minuteDiscounting","1","choice","4","5","10","4","4","30","1","18 years","delayed","3059","Not yet determined","Not yet determined"
"5.0.14.0","win","051121","07:30:29","163","894702402","minuteDiscounting","1","choice","5","5","10","5","5","31","0.5","25 years","delayed","4248","9131","0.00011"
"5.0.14.0","win","051121","10:33:53","165","427582539","minuteDiscounting","1","choice","1","5","10","1","1","16","8","3 weeks","now","1272","Not yet determined","Not yet determined"
"5.0.14.0","win","051121","10:33:53","165","427582539","minuteDiscounting","1","choice","2","5","10","2","2","8","4","1 day","now","786","Not yet determined","Not yet determined"
"5.0.14.0","win","051121","10:33:53","165","427582539","minuteDiscounting","1","choice","3","5","10","3","3","4","2","4hr","now","977","Not yet determined","Not yet determined"
"5.0.14.0","win","051121","10:33:53","165","427582539","minuteDiscounting","1","choice","4","5","10","4","4","2","1","2hr","now","691","Not yet determined","Not yet determined"
"5.0.14.0","win","051121","10:33:53","165","427582539","minuteDiscounting","1","choice","5","5","10","5","5","1","0.5","1hr","now","873","0.04167","24"
"5.0.14.0","win","051121","07:36:05","178","444738424","minuteDiscounting","1","choice","1","5","10","1","1","16","8","3 weeks","now","3214","Not yet determined","Not yet determined"
"5.0.14.0","win","051121","07:36:05","178","444738424","minuteDiscounting","1","choice","2","5","10","2","2","8","4","1 day","now","858","Not yet determined","Not yet determined"
"5.0.14.0","win","051121","07:36:05","178","444738424","minuteDiscounting","1","choice","3","5","10","3","3","4","2","4hr","now","567","Not yet determined","Not yet determined"
"5.0.14.0","win","051121","07:36:05","178","444738424","minuteDiscounting","1","choice","4","5","10","4","4","2","1","2hr","now","572","Not yet determined","Not yet determined"
"5.0.14.0","win","051121","07:36:05","178","444738424","minuteDiscounting","1","choice","5","5","10","5","5","1","0.5","1hr","now","797","0.04167","24"
"5.0.14.0","win","051121","10:37:01","175","536423669","minuteDiscounting","1","choice","1","5","10","1","1","16","8","3 weeks","now","3621","Not yet determined","Not yet determined"
"5.0.14.0","win","051121","10:37:01","175","536423669","minuteDiscounting","1","choice","2","5","10","2","2","8","4","1 day","now","391","Not yet determined","Not yet determined"
"5.0.14.0","win","051121","10:37:01","175","536423669","minuteDiscounting","1","choice","3","5","10","3","3","4","2","4hr","now","959","Not yet determined","Not yet determined"
"5.0.14.0","win","051121","10:37:01","175","536423669","minuteDiscounting","1","choice","4","5","10","4","4","2","1","2hr","now","752","Not yet determined","Not yet determined"
"5.0.14.0","win","051121","10:37:01","175","536423669","minuteDiscounting","1","choice","5","5","10","5","5","1","0.5","1hr","now","704","0.04167","24"
"5.0.14.0","win","051121","10:38:04","186","835121960","minuteDiscounting","1","choice","1","5","10","1","1","16","8","3 weeks","now","1913","Not yet determined","Not yet determined"
"5.0.14.0","win","051121","10:38:04","186","835121960","minuteDiscounting","1","choice","2","5","10","2","2","8","4","1 day","now","433","Not yet determined","Not yet determined"
"5.0.14.0","win","051121","10:38:04","186","835121960","minuteDiscounting","1","choice","3","5","10","3","3","4","2","4hr","now","986","Not yet determined","Not yet determined"
"5.0.14.0","win","051121","10:38:04","186","835121960","minuteDiscounting","1","choice","4","5","10","4","4","2","1","2hr","now","1376","Not yet determined","Not yet determined"
"5.0.14.0","win","051121","10:38:04","186","835121960","minuteDiscounting","1","choice","5","5","10","5","5","1","0.5","1hr","now","1049","0.04167","24"
"5.0.14.0","win","051121","10:39:17","185","297189000","minuteDiscounting","1","choice","1","5","10","1","1","16","8","3 weeks","delayed","1908","Not yet determined","Not yet determined"
"5.0.14.0","win","051121","10:39:17","185","297189000","minuteDiscounting","1","choice","2","5","10","2","2","24","4","2 years","now","1253","Not yet determined","Not yet determined"
"5.0.14.0","win","051121","10:39:17","185","297189000","minuteDiscounting","1","choice","3","5","10","3","3","20","2","4 months","now","388","Not yet determined","Not yet determined"
"5.0.14.0","win","051121","10:39:17","185","297189000","minuteDiscounting","1","choice","4","5","10","4","4","18","1","2 months","now","685","Not yet determined","Not yet determined"
"5.0.14.0","win","051121","10:39:17","185","297189000","minuteDiscounting","1","choice","5","5","10","5","5","17","0.5","1 month","now","636","25.28","0.0396"
"5.0.14.0","win","051121","10:39:39","173","558507562","minuteDiscounting","1","choice","1","5","10","1","1","16","8","3 weeks","now","2543","Not yet determined","Not yet determined"
"5.0.14.0","win","051121","10:39:39","173","558507562","minuteDiscounting","1","choice","2","5","10","2","2","8","4","1 day","now","909","Not yet determined","Not yet determined"
"5.0.14.0","win","051121","10:39:39","173","558507562","minuteDiscounting","1","choice","3","5","10","3","3","4","2","4hr","now","762","Not yet determined","Not yet determined"
"5.0.14.0","win","051121","10:39:39","173","558507562","minuteDiscounting","1","choice","4","5","10","4","4","2","1","2hr","now","609","Not yet determined","Not yet determined"
"5.0.14.0","win","051121","10:39:39","173","558507562","minuteDiscounting","1","choice","5","5","10","5","5","1","0.5","1hr","now","737","0.04167","24"
"5.0.14.0","win","051121","09:30:36","166","392235791","minuteDiscounting","1","choice","1","5","10","1","1","16","8","3 weeks","delayed","618602","Not yet determined","Not yet determined"
"5.0.14.0","win","051121","09:30:36","166","392235791","minuteDiscounting","1","choice","2","5","10","2","2","24","4","2 years","delayed","4933","Not yet determined","Not yet determined"
"5.0.14.0","win","051121","09:30:36","166","392235791","minuteDiscounting","1","choice","3","5","10","3","3","28","2","8 years","delayed","1068","Not yet determined","Not yet determined"
"5.0.14.0","win","051121","09:30:36","166","392235791","minuteDiscounting","1","choice","4","5","10","4","4","30","1","18 years","delayed","736","Not yet determined","Not yet determined"
"5.0.14.0","win","051121","09:30:36","166","392235791","minuteDiscounting","1","choice","5","5","10","5","5","31","0.5","25 years","delayed","858","9131","0.00011"
"5.0.14.0","win","051121","15:41:29","189","192776168","minuteDiscounting","1","choice","1","5","10","1","1","16","8","3 weeks","now","6257","Not yet determined","Not yet determined"
"5.0.14.0","win","051121","15:41:29","189","192776168","minuteDiscounting","1","choice","2","5","10","2","2","8","4","1 day","now","590","Not yet determined","Not yet determined"
"5.0.14.0","win","051121","15:41:29","189","192776168","minuteDiscounting","1","choice","3","5","10","3","3","4","2","4hr","now","1205","Not yet determined","Not yet determined"
"5.0.14.0","win","051121","15:41:29","189","192776168","minuteDiscounting","1","choice","4","5","10","4","4","2","1","2hr","now","546","Not yet determined","Not yet determined"
"5.0.14.0","win","051121","15:41:29","189","192776168","minuteDiscounting","1","choice","5","5","10","5","5","1","0.5","1hr","now","1177","0.04167","24"
"5.0.14.0","win","051121","10:42:17","188","620796170","minuteDiscounting","1","choice","1","5","10","1","1","16","8","3 weeks","delayed","5961","Not yet determined","Not yet determined"
"5.0.14.0","win","051121","10:42:17","188","620796170","minuteDiscounting","1","choice","2","5","10","2","2","24","4","2 years","now","1929","Not yet determined","Not yet determined"
"5.0.14.0","win","051121","10:42:17","188","620796170","minuteDiscounting","1","choice","3","5","10","3","3","20","2","4 months","now","18552","Not yet determined","Not yet determined"
"5.0.14.0","win","051121","10:42:17","188","620796170","minuteDiscounting","1","choice","4","5","10","4","4","18","1","2 months","delayed","29999","Not yet determined","Not yet determined"
"5.0.14.0","win","051121","10:42:17","188","620796170","minuteDiscounting","1","choice","5","5","10","5","5","19","0.5","3 months","delayed","4316","105.4","0.00949"
"5.0.14.0","win","051121","15:42:11","193","319817236","minuteDiscounting","1","choice","1","5","10","1","1","16","8","3 weeks","now","6311","Not yet determined","Not yet determined"
"5.0.14.0","win","051121","15:42:11","193","319817236","minuteDiscounting","1","choice","2","5","10","2","2","8","4","1 day","now","4242","Not yet determined","Not yet determined"
"5.0.14.0","win","051121","15:42:11","193","319817236","minuteDiscounting","1","choice","3","5","10","3","3","4","2","4hr","now","1994","Not yet determined","Not yet determined"
"5.0.14.0","win","051121","15:42:11","193","319817236","minuteDiscounting","1","choice","4","5","10","4","4","2","1","2hr","now","957","Not yet determined","Not yet determined"
"5.0.14.0","win","051121","15:42:11","193","319817236","minuteDiscounting","1","choice","5","5","10","5","5","1","0.5","1hr","now","109023","0.04167","24"
"5.0.14.0","win","051121","15:41:55","187","869220298","minuteDiscounting","1","choice","1","5","10","1","1","16","8","3 weeks","delayed","10670","Not yet determined","Not yet determined"
"5.0.14.0","win","051121","15:41:55","187","869220298","minuteDiscounting","1","choice","2","5","10","2","2","24","4","2 years","delayed","1521","Not yet determined","Not yet determined"
"5.0.14.0","win","051121","15:41:55","187","869220298","minuteDiscounting","1","choice","3","5","10","3","3","28","2","8 years","delayed","2016","Not yet determined","Not yet determined"
"5.0.14.0","win","051121","15:41:55","187","869220298","minuteDiscounting","1","choice","4","5","10","4","4","30","1","18 years","delayed","1626","Not yet determined","Not yet determined"
"5.0.14.0","win","051121","15:41:55","187","869220298","minuteDiscounting","1","choice","5","5","10","5","5","31","0.5","25 years","delayed","10593","9131","0.00011"
"5.0.14.0","win","050521","04:14:53","199","832675749","minuteDiscounting","1","choice","1","5","10","1","1","16","8","3 weeks","now","1725","Not yet determined","Not yet determined"
"5.0.14.0","win","050521","04:14:53","199","832675749","minuteDiscounting","1","choice","2","5","10","2","2","8","4","1 day","now","87","Not yet determined","Not yet determined"
"5.0.14.0","win","050521","04:14:53","199","832675749","minuteDiscounting","1","choice","3","5","10","3","3","4","2","4hr","now","9","Not yet determined","Not yet determined"
"5.0.14.0","win","050521","04:14:53","199","832675749","minuteDiscounting","1","choice","4","5","10","4","4","2","1","2hr","delayed","137","Not yet determined","Not yet determined"
"5.0.14.0","win","050521","04:14:53","199","832675749","minuteDiscounting","1","choice","5","5","10","5","5","3","0.5","3hr","delayed","119","0.1444","6.93"
"5.0.14.0","win","051121","10:44:39","200","5028002","minuteDiscounting","1","choice","1","5","10","1","1","16","8","3 weeks","now","1160","Not yet determined","Not yet determined"
"5.0.14.0","win","051121","10:44:39","200","5028002","minuteDiscounting","1","choice","2","5","10","2","2","8","4","1 day","now","657","Not yet determined","Not yet determined"
"5.0.14.0","win","051121","10:44:39","200","5028002","minuteDiscounting","1","choice","3","5","10","3","3","4","2","4hr","now","478","Not yet determined","Not yet determined"
"5.0.14.0","win","051121","10:44:39","200","5028002","minuteDiscounting","1","choice","4","5","10","4","4","2","1","2hr","now","489","Not yet determined","Not yet determined"
"5.0.14.0","win","051121","10:44:39","200","5028002","minuteDiscounting","1","choice","5","5","10","5","5","1","0.5","1hr","now","1010","0.04167","24"
"5.0.14.0","win","051121","10:46:14","196","69221329","minuteDiscounting","1","choice","1","5","10","1","1","16","8","3 weeks","delayed","1674","Not yet determined","Not yet determined"
"5.0.14.0","win","051121","10:46:14","196","69221329","minuteDiscounting","1","choice","2","5","10","2","2","24","4","2 years","now","723","Not yet determined","Not yet determined"
"5.0.14.0","win","051121","10:46:14","196","69221329","minuteDiscounting","1","choice","3","5","10","3","3","20","2","4 months","now","601","Not yet determined","Not yet determined"
"5.0.14.0","win","051121","10:46:14","196","69221329","minuteDiscounting","1","choice","4","5","10","4","4","18","1","2 months","now","553","Not yet determined","Not yet determined"
"5.0.14.0","win","051121","10:46:14","196","69221329","minuteDiscounting","1","choice","5","5","10","5","5","17","0.5","1 month","now","488","25.28","0.0396"
"5.0.14.0","win","051121","04:45:59","184","832289747","minuteDiscounting","1","choice","1","5","10","1","1","16","8","3 weeks","now","12716","Not yet determined","Not yet determined"
"5.0.14.0","win","051121","04:45:59","184","832289747","minuteDiscounting","1","choice","2","5","10","2","2","8","4","1 day","now","11770","Not yet determined","Not yet determined"
"5.0.14.0","win","051121","04:45:59","184","832289747","minuteDiscounting","1","choice","3","5","10","3","3","4","2","4hr","now","541","Not yet determined","Not yet determined"
"5.0.14.0","win","051121","04:45:59","184","832289747","minuteDiscounting","1","choice","4","5","10","4","4","2","1","2hr","now","1136","Not yet determined","Not yet determined"
"5.0.14.0","win","051121","04:45:59","184","832289747","minuteDiscounting","1","choice","5","5","10","5","5","1","0.5","1hr","now","457","0.04167","24"
"5.0.14.0","win","051121","10:47:52","197","48920917","minuteDiscounting","1","choice","1","5","10","1","1","16","8","3 weeks","now","6145","Not yet determined","Not yet determined"
"5.0.14.0","win","051121","10:47:52","197","48920917","minuteDiscounting","1","choice","2","5","10","2","2","8","4","1 day","now","1546","Not yet determined","Not yet determined"
"5.0.14.0","win","051121","10:47:52","197","48920917","minuteDiscounting","1","choice","3","5","10","3","3","4","2","4hr","now","982","Not yet determined","Not yet determined"
"5.0.14.0","win","051121","10:47:52","197","48920917","minuteDiscounting","1","choice","4","5","10","4","4","2","1","2hr","now","622","Not yet determined","Not yet determined"
"5.0.14.0","win","051121","10:47:52","197","48920917","minuteDiscounting","1","choice","5","5","10","5","5","1","0.5","1hr","now","807","0.04167","24"
"5.0.14.0","win","051121","10:48:35","209","850693203","minuteDiscounting","1","choice","1","5","10","1","1","16","8","3 weeks","delayed","4671","Not yet determined","Not yet determined"
"5.0.14.0","win","051121","10:48:35","209","850693203","minuteDiscounting","1","choice","2","5","10","2","2","24","4","2 years","now","1847","Not yet determined","Not yet determined"
"5.0.14.0","win","051121","10:48:35","209","850693203","minuteDiscounting","1","choice","3","5","10","3","3","20","2","4 months","now","2289","Not yet determined","Not yet determined"
"5.0.14.0","win","051121","10:48:35","209","850693203","minuteDiscounting","1","choice","4","5","10","4","4","18","1","2 months","delayed","1535","Not yet determined","Not yet determined"
"5.0.14.0","win","051121","10:48:35","209","850693203","minuteDiscounting","1","choice","5","5","10","5","5","19","0.5","3 months","now","1422","74.56","0.0134"
"5.0.14.0","win","051121","15:49:37","204","935107238","minuteDiscounting","1","choice","1","5","10","1","1","16","8","3 weeks","now","2847","Not yet determined","Not yet determined"
"5.0.14.0","win","051121","15:49:37","204","935107238","minuteDiscounting","1","choice","2","5","10","2","2","8","4","1 day","now","515","Not yet determined","Not yet determined"
"5.0.14.0","win","051121","15:49:37","204","935107238","minuteDiscounting","1","choice","3","5","10","3","3","4","2","4hr","delayed","374","Not yet determined","Not yet determined"
"5.0.14.0","win","051121","15:49:37","204","935107238","minuteDiscounting","1","choice","4","5","10","4","4","6","1","9hr","now","1094","Not yet determined","Not yet determined"
"5.0.14.0","win","051121","15:49:37","204","935107238","minuteDiscounting","1","choice","5","5","10","5","5","5","0.5","6hr","now","974","0.2041","4.9"
"5.0.14.0","win","051121","07:50:07","208","610160911","minuteDiscounting","1","choice","1","5","10","1","1","16","8","3 weeks","now","1804","Not yet determined","Not yet determined"
"5.0.14.0","win","051121","07:50:07","208","610160911","minuteDiscounting","1","choice","2","5","10","2","2","8","4","1 day","now","5757","Not yet determined","Not yet determined"
"5.0.14.0","win","051121","07:50:07","208","610160911","minuteDiscounting","1","choice","3","5","10","3","3","4","2","4hr","now","1225","Not yet determined","Not yet determined"
"5.0.14.0","win","051121","07:50:07","208","610160911","minuteDiscounting","1","choice","4","5","10","4","4","2","1","2hr","now","905","Not yet determined","Not yet determined"
"5.0.14.0","win","051121","07:50:07","208","610160911","minuteDiscounting","1","choice","5","5","10","5","5","1","0.5","1hr","now","2010","0.04167","24"
"5.0.14.0","win","051121","09:43:47","220","360223186","minuteDiscounting","1","choice","1","5","10","1","1","16","8","3 weeks","now","976","Not yet determined","Not yet determined"
"5.0.14.0","win","051121","09:43:47","220","360223186","minuteDiscounting","1","choice","2","5","10","2","2","8","4","1 day","now","1038","Not yet determined","Not yet determined"
"5.0.14.0","win","051121","09:43:47","220","360223186","minuteDiscounting","1","choice","3","5","10","3","3","4","2","4hr","now","656","Not yet determined","Not yet determined"
"5.0.14.0","win","051121","09:43:47","220","360223186","minuteDiscounting","1","choice","4","5","10","4","4","2","1","2hr","now","760","Not yet determined","Not yet determined"
"5.0.14.0","win","051121","09:43:47","220","360223186","minuteDiscounting","1","choice","5","5","10","5","5","1","0.5","1hr","now","585","0.04167","24"
